First Name,Last Name,Gender,Team,Car,Nationality,DOB,Reliability,Performance,Concentration,Chemistry,Pit Stops,Part Fixes,Wages,Mechanic Bonuses,Relationship With Driver,Weeks Together,Contract Start,Contract End,Patience,Skin Colour,Hair,Hair Colour,Glasses,Accessory,Facial Hair,Potential,Improvement Rate,Peak Age,Peak Duration,Races,Wins,Podiums,Poles,DNFs,DNFs via error,DNS,Career Points,Championships,Stars
Gonzalo,Alcocer,M,,,Spain,19/1/1986,8,6,18,2,6,19,,12;18,,,,,4,2,9,1,0,0,0,72,39,55,4,0,0,0,0,0,0,0,0,0,2.6833333333
Tang,Yun,M,,,China,16/5/1977,11,15,0,12,0,15,,2;17,,,,,5,1,10,7,0,0,4,16,74,60,4,0,0,0,0,0,0,0,0,0,1.6583333333
Elaide,Talamo,F,,,Italy,28/8/1988,6,8,14,1,10,12,,9;20,,,,,2,2,5,1,0,0,0,49,28,50,5,0,0,0,0,0,0,0,0,0,2.4833333333
Aukusti,Pekkanen,M,,,Finland,19/4/1967,1,1,12,9,0,7,,10;16,,,,,5,1,5,3,0,0,3,18,34,53,5,0,0,0,0,0,0,0,0,0,2.0291666667
Viktor,Reichwein,M,,,Germany,29/6/1980,12,18,3,18,11,1,,10;17,,,,,2,1,5,5,2,0,9,31,79,50,5,0,0,0,0,0,0,0,0,0,2.95
Hino,Ayao,F,,,Japan,4/6/1984,1,19,9,18,9,16,,10;17,,,,,4,1,7,7,0,0,1,71,22,58,3,0,0,0,0,0,0,0,0,0,2.95
Emilio,Alcocer,M,,,Spain,7/6/1963,14,0,15,9,8,7,,9;19,,,,,4,3,8,7,0,0,7,70,68,54,3,0,0,0,0,0,0,0,0,0,2.1708333333
Luísa,Pacheco,F,,,Brazil,30/10/1962,5,19,4,10,8,0,,11;17,,,,,3,2,11,10,0,0,0,72,50,53,5,0,0,0,0,0,0,0,0,0,3.1041666667
Alessandro,Canali,M,,,Italy,1/12/1964,9,5,17,17,11,9,,3;17,,,,,4,1,2,11,0,0,0,75,36,50,1,0,0,0,0,0,0,0,0,0,1.9666666667
Lisandro,Machado,M,,,Portugal,3/7/1964,15,7,8,9,10,5,,1;18,,,,,5,3,5,8,0,0,0,81,54,55,1,0,0,0,0,0,0,0,0,0,1.4416666667
Serafín,Arnal,M,,,Spain,3/12/1980,8,2,8,7,4,20,,1;20,,,,,5,2,9,7,0,0,0,10,73,55,1,0,0,0,0,0,0,0,0,0,2.225
Lucia,Scaccia,F,,,Italy,6/12/1961,13,17,3,17,19,11,,12;14,,,,,2,1,4,1,0,0,0,11,54,52,5,0,0,0,0,0,0,0,0,0,2.3083333333
Mario,Bernacchi,M,,,Italy,24/7/1963,11,12,1,15,3,9,,11;19,,,,,2,3,0,6,0,0,0,33,40,59,1,0,0,0,0,0,0,0,0,0,2.7333333333
Erika,Toivonen,F,,,Finland,27/10/1989,14,1,11,7,3,14,,8;19,,,,,5,2,2,6,0,0,0,43,77,60,4,0,0,0,0,0,0,0,0,0,1.625
Florence,DePauw,F,,,Belgium,13/11/1983,8,0,12,13,14,13,,4;15,,,,,5,0,1,4,0,0,0,46,78,55,3,0,0,0,0,0,0,0,0,0,2.5
Willy,Stricker,M,,,Germany,10/7/1970,17,0,8,19,5,10,,10;17,,,,,3,1,4,9,0,0,5,13,61,60,2,0,0,0,0,0,0,0,0,0,1.3833333333
Lilian,Lagerfeld,F,,,Sweden,20/10/1971,19,8,0,14,0,18,,3;17,,,,,3,0,6,9,0,0,10,16,77,58,5,0,0,0,0,0,0,0,0,0,2.5916666667
Thomas,Anthes,M,,,Greece,5/11/1989,18,17,6,20,20,3,,10;21,,,,,2,2,8,0,0,0,9,61,46,58,3,0,0,0,0,0,0,0,0,0,2.2416666667
Elsha,Schaab,F,,,Germany,1/6/1963,16,10,10,9,4,18,,2;20,,,,,4,2,0,2,0,0,6,67,39,53,2,0,0,0,0,0,0,0,0,0,2.7208333333
Randy,Marks,M,,,Australia,24/6/1962,5,14,15,11,3,5,,11;15,,,,,4,1,9,2,0,0,4,73,35,56,2,0,0,0,0,0,0,0,0,0,3.2166666667
Arthur,Laframboise,M,,,France,8/12/1965,14,17,11,17,9,18,,8;21,,,,,4,2,0,9,0,0,7,29,55,59,2,0,0,0,0,0,0,0,0,0,2.225
Agathe,Leclère,F,,,France,24/5/1982,11,10,2,20,4,5,,2;20,,,,,2,2,6,0,0,0,0,79,55,54,3,0,0,0,0,0,0,0,0,0,1.7375
Cameron,Medina,M,,,UK,15/5/1990,2,15,14,5,7,9,,1;21,,,,,3,2,10,1,1,0,0,33,26,54,2,0,0,0,0,0,0,0,0,0,2.1666666667
Alex,Thomson,F,,,NewZealand,26/4/1981,18,0,6,20,11,0,,7;17,,,,,3,2,0,3,0,0,6,58,26,52,5,0,0,0,0,0,0,0,0,0,3.4333333333
Paola,Sunseri,F,,,Italy,17/10/1982,17,14,7,17,11,3,,13;21,,,,,4,1,10,6,0,0,0,34,52,54,4,0,0,0,0,0,0,0,0,0,2.6791666667
Huug,Koestal,M,,,Netherlands,6/2/1965,0,18,15,7,7,12,,12;18,,,,,5,5,5,9,0,0,2,53,75,59,5,0,0,0,0,0,0,0,0,0,3.5541666667
Siana,Dumeni,F,,,Switzerland,26/9/1988,5,12,18,9,14,19,,1;15,,,,,5,1,10,5,0,0,2,74,20,58,2,0,0,0,0,0,0,0,0,0,2.7958333333
Joren,Schalenborgh,M,,,Belgium,2/5/1964,9,12,9,15,17,11,,10;16,,,,,3,5,9,9,1,0,4,72,69,58,2,0,0,0,0,0,0,0,0,0,2.3125
Diederick,Pifers,M,,,Netherlands,19/4/1967,16,12,16,6,4,10,,11;16,,,,,4,0,2,11,0,0,10,38,61,54,5,0,0,0,0,0,0,0,0,0,2.0958333333
Robert,Doyle,M,,,Australia,26/3/1974,17,4,8,10,12,3,,3;16,,,,,4,1,5,3,0,0,1,16,47,53,5,0,0,0,0,0,0,0,0,0,3.0583333333
Siniša,Mesic,M,,,Croatia,27/12/1977,13,13,14,15,1,11,,8;16,,,,,4,0,7,3,2,0,10,41,23,51,4,0,0,0,0,0,0,0,0,0,2.1875
Hou,Xun,M,,,China,13/9/1975,7,10,17,6,6,2,,9;16,,,,,3,0,11,6,0,0,0,50,40,58,4,0,0,0,0,0,0,0,0,0,2.3166666667
Guseva,Valentinovich,F,,,RussianFederation,22/8/1971,6,18,12,0,12,0,,1;16,,,,,2,1,0,4,1,0,0,36,34,59,1,0,0,0,0,0,0,0,0,0,2.55
Anna,Chambers,F,,,UK,17/10/1969,19,8,18,16,19,15,,2;15,,,,,4,4,7,9,1,0,6,60,35,55,5,0,0,0,0,0,0,0,0,0,3.9375
Leslie,Rowe,F,,,UK,11/7/1980,5,19,17,15,19,17,,1;20,,,,,5,5,3,9,0,0,0,60,25,55,5,0,0,0,0,0,0,0,0,0,2.6416666667
Isaïe,Bureau,M,,,France,26/6/1962,2,17,5,1,2,16,,1;20,,,,,5,5,7,9,0,0,0,34,40,52,1,0,0,0,0,0,0,0,0,0,2.075
Logan,Dyer,M,,,UK,25/12/1978,6,17,14,0,10,0,,4;15,,,,,2,2,11,5,0,0,0,21,55,57,4,0,0,0,0,0,0,0,0,0,3.4166666667
Elio,Nappo,M,,,Italy,15/2/1966,17,14,0,14,19,12,,9;14,,,,,2,3,8,6,0,0,7,43,26,51,5,0,0,0,0,0,0,0,0,0,2.6958333333
Linneke,Mirre,F,,,Netherlands,22/8/1965,19,1,9,15,16,19,,7;15,,,,,5,0,1,4,0,0,5,10,75,52,5,0,0,0,0,0,0,0,0,0,1.9416666667
Lambert,Seyrès,M,,,France,18/4/1968,0,11,3,8,4,19,,8;17,,,,,4,4,10,9,0,0,3,88,33,60,3,0,0,0,0,0,0,0,0,0,3.3791666667
Ximena,Graciela,F,,,Spain,20/8/1981,6,7,3,1,8,20,,2;16,,,,,2,2,3,0,0,0,0,74,37,53,3,0,0,0,0,0,0,0,0,0,2.7083333333
Ye,Yijun,M,,,China,17/7/1989,0,0,14,1,8,10,,10;18,,,,,3,1,9,7,2,0,0,50,50,59,2,0,0,0,0,0,0,0,0,0,2.4541666667
Laurin,Stahnke,M,,,Germany,27/3/1960,3,10,13,12,2,18,,12;21,,,,,3,1,4,3,0,0,0,87,80,57,1,0,0,0,0,0,0,0,0,0,3.7958333333
Alex,Hutchinson,M,,,UK,13/12/1990,10,9,7,10,4,12,,3;15,,,,,4,0,6,4,0,0,0,68,78,55,1,0,0,0,0,0,0,0,0,0,2.3125
Jade,Dickerson,F,,,UK,27/7/1990,10,6,16,19,4,2,,12;14,,,,,4,5,5,9,0,0,0,10,52,54,4,0,0,0,0,0,0,0,0,0,2.3208333333
Yvette,Jauffret,F,,,France,12/11/1988,3,7,10,17,19,19,,9;16,,,,,4,0,5,7,0,0,2,13,77,59,5,0,0,0,0,0,0,0,0,0,2.7625
Heidi,Cole,F,,,UnitedStates,7/7/1960,13,13,12,10,18,13,,13;20,,,,,5,0,10,11,2,0,5,24,20,51,4,0,0,0,0,0,0,0,0,0,1.225
Rainer,Görlitz,M,,,Germany,29/6/1968,1,2,10,3,2,20,,8;20,,,,,3,0,6,2,0,0,8,46,45,60,2,0,0,0,0,0,0,0,0,0,1.35
Fia,Lindgren,F,,,Sweden,4/12/1968,15,5,0,16,1,5,,11;16,,,,,3,2,7,11,0,0,6,53,58,51,3,0,0,0,0,0,0,0,0,0,2.2458333333
Jay,Dale,M,,,UnitedStates,23/1/1990,10,18,6,17,9,11,,12;15,,,,,3,2,2,1,0,0,0,81,74,58,3,0,0,0,0,0,0,0,0,0,2.5916666667
Frederik,Thrane,M,,,Denmark,8/4/1968,15,12,9,15,12,4,,2;20,,,,,3,2,9,5,2,0,0,58,63,51,1,0,0,0,0,0,0,0,0,0,1.4416666667
Henrique,Couto,M,,,Brazil,3/11/1975,16,14,16,5,10,9,,1;20,,,,,4,4,7,9,0,0,0,75,24,56,5,0,0,0,0,0,0,0,0,0,1.2416666667
Natalija,Rogic,F,,,Croatia,15/6/1963,7,12,12,4,14,7,,13;15,,,,,5,2,11,6,0,0,0,80,74,54,1,0,0,0,0,0,0,0,0,0,1.9791666667
Zhou,Bai,F,,,China,2/3/1969,6,3,7,0,5,15,,1;16,,,,,4,1,1,7,0,0,7,87,56,59,3,0,0,0,0,0,0,0,0,0,2.5041666667
Yamanishi,Masu,F,,,Japan,7/6/1990,12,5,16,12,17,15,,10;20,,,,,2,0,2,6,0,0,0,48,50,60,2,0,0,0,0,0,0,0,0,0,3.225
Martha,Gunthersson,F,,,UK,26/4/1962,10,11,17,15,19,3,,1;19,,,,,3,5,4,9,2,0,7,22,50,58,1,0,0,0,0,0,0,0,0,0,2.7958333333
Ewan,Grimes,M,,,UK,8/4/1968,2,9,11,18,4,8,,8;15,,,,,2,2,2,11,2,0,0,24,42,59,2,0,0,0,0,0,0,0,0,0,3.2
Koreneva,Vladimirovich,F,,,RussianFederation,22/8/1985,5,3,19,1,15,9,,3;19,,,,,5,1,3,3,0,0,10,16,59,52,5,0,0,0,0,0,0,0,0,0,3.6416666667
Koreneva,Maximovich,F,,,RussianFederation,16/10/1973,4,14,17,19,18,10,,12;14,,,,,5,2,1,4,2,0,0,72,32,60,5,0,0,0,0,0,0,0,0,0,2.4958333333
Alex,Goodwin,M,,,UK,7/4/1961,16,14,1,10,17,7,,13;20,,,,,5,2,11,0,0,0,10,64,60,60,1,0,0,0,0,0,0,0,0,0,3.0416666667
Nayden,Mladenov,M,,,Bulgaria,6/10/1972,5,0,0,8,19,14,,2;17,,,,,3,2,4,0,0,0,9,26,58,52,5,0,0,0,0,0,0,0,0,0,2.9583333333
Ueyonabaru,Kobo,F,,,Japan,15/12/1977,14,8,13,7,11,1,,2;14,,,,,2,1,11,7,0,0,0,81,28,57,5,0,0,0,0,0,0,0,0,0,2.8458333333
Lia,Pinho,F,,,Portugal,22/8/1967,14,15,2,12,19,13,,2;18,,,,,3,3,3,6,0,0,0,16,52,56,1,0,0,0,0,0,0,0,0,0,2.5541666667
Alan,Hill,M,,,UK,1/9/1980,18,7,0,2,12,18,,12;20,,,,,3,4,8,9,0,0,0,34,24,56,1,0,0,0,0,0,0,0,0,0,2.2791666667
Marilena,Frisella,F,,,Italy,17/12/1973,11,16,7,1,9,15,,8;16,,,,,5,2,11,5,0,0,0,87,52,52,4,0,0,0,0,0,0,0,0,0,2.575
Livio,Colavita,M,,,Italy,22/12/1966,14,18,17,2,14,12,,1;20,,,,,4,1,1,4,2,0,5,23,54,60,1,0,0,0,0,0,0,0,0,0,2.3375
Isa,Frate,F,,,Italy,22/8/1971,19,9,12,2,5,11,,2;14,,,,,2,2,7,6,0,0,0,51,59,55,4,0,0,0,0,0,0,0,0,0,2.9541666667
Ustimovich,Yermolayevich,M,,,RussianFederation,6/1/1975,17,15,16,9,16,7,,12;19,,,,,4,1,9,0,2,0,0,68,61,51,4,0,0,0,0,0,0,0,0,0,2.0833333333
Gabriel,Sheppard,M,,,NewZealand,2/5/1984,7,2,14,16,18,1,,13;14,,,,,2,3,1,7,0,0,0,80,23,53,4,0,0,0,0,0,0,0,0,0,1.9458333333
Kiley,Murdock,F,,,UnitedStates,14/3/1964,15,2,2,7,9,9,,7;19,,,,,4,5,11,9,0,0,9,25,25,51,5,0,0,0,0,0,0,0,0,0,2.3625
Priscilla,Thomson,F,,,UK,25/11/1969,11,7,11,8,20,4,,11;18,,,,,2,5,0,9,0,0,0,36,60,55,5,0,0,0,0,0,0,0,0,0,2.0541666667
Nora,Manzanares,F,,,Spain,3/8/1986,9,16,11,9,11,6,,9;14,,,,,3,1,1,8,0,0,0,41,30,57,5,0,0,0,0,0,0,0,0,0,3.1416666667
Okawa,Katsunan,F,,,Japan,2/2/1962,16,18,0,17,14,1,,11;14,,,,,5,0,3,7,0,0,0,53,42,58,3,0,0,0,0,0,0,0,0,0,1.3791666667
Lacey,Alford,F,,,Australia,9/9/1961,17,1,10,0,10,16,,2;21,,,,,5,1,2,3,0,0,1,78,78,56,4,0,0,0,0,0,0,0,0,0,2.825
Pavlo,Mishchenko,M,,,Ukraine,18/10/1961,11,6,8,13,15,10,,12;15,,,,,3,0,8,0,0,0,0,21,62,57,2,0,0,0,0,0,0,0,0,0,2.7541666667
Connor,Cleveland,M,,,UK,26/8/1989,10,3,6,0,14,3,,11;18,,,,,5,2,4,3,0,0,1,75,76,54,3,0,0,0,0,0,0,0,0,0,2.6583333333
Georgette,Pierlot,F,,,France,26/10/1972,18,19,0,12,15,11,,2;21,,,,,4,5,0,9,1,0,4,65,52,56,2,0,0,0,0,0,0,0,0,0,2.725
Karaulova,Ruslanovich,F,,,RussianFederation,5/4/1975,4,8,7,14,12,19,,12;19,,,,,4,0,4,3,0,0,6,59,60,53,3,0,0,0,0,0,0,0,0,0,4.2833333333
Kayla,Foster,F,,,UK,11/2/1983,12,13,19,11,20,13,,7;19,,,,,3,4,9,9,1,0,2,42,38,58,1,0,0,0,0,0,0,0,0,0,3.2541666667
Yasmin,Vieira,F,,,Brazil,19/7/1972,19,16,19,9,13,3,,2;15,,,,,4,3,10,9,0,0,1,77,26,56,1,0,0,0,0,0,0,0,0,0,3.3416666667
Luís,Salgado,M,,,Portugal,27/11/1986,8,18,19,0,6,18,,2;15,,,,,5,4,11,9,0,0,0,78,28,50,3,0,0,0,0,0,0,0,0,0,2.225
Qiu,Jianhong,F,,,China,14/12/1974,4,5,10,5,8,9,,13;15,,,,,3,1,7,9,0,0,0,18,39,58,1,0,0,0,0,0,0,0,0,0,3.3625
Gu,Feng,F,,,China,1/8/1986,2,11,8,16,5,17,,13;16,,,,,5,1,11,6,0,0,9,39,34,58,5,0,0,0,0,0,0,0,0,0,2.2625
Bruce,Goodwin,M,,,NewZealand,17/10/1988,16,8,13,16,4,10,,9;18,,,,,4,3,5,6,0,0,4,61,53,51,1,0,0,0,0,0,0,0,0,0,2.6833333333
Anna,Walsh,F,,,Australia,7/7/1969,10,19,11,18,8,16,,9;20,,,,,5,1,4,9,0,0,0,90,74,50,3,0,0,0,0,0,0,0,0,0,2.4208333333
Stanley,Bennett,M,,,UnitedStates,1/3/1990,1,13,11,11,14,5,,9;20,,,,,4,1,3,1,2,0,7,18,20,50,1,0,0,0,0,0,0,0,0,0,1.9916666667
Peter,Sutton,M,,,UnitedStates,14/6/1979,15,6,18,20,14,12,,1;16,,,,,4,4,5,9,0,0,4,81,29,58,1,0,0,0,0,0,0,0,0,0,2.4166666667
Theo,Mitchell,M,,,UnitedStates,6/7/1974,18,1,19,12,8,10,,7;21,,,,,4,5,6,9,1,0,10,33,61,56,5,0,0,0,0,0,0,0,0,0,1.6541666667
Sophie,Gallagher,F,,,UK,9/11/1983,0,3,1,12,6,2,,3;19,,,,,4,5,4,9,0,0,0,88,69,54,5,0,0,0,0,0,0,0,0,0,3.0541666667
Emmy,Göbel,F,,,Germany,6/7/1976,17,17,10,19,11,10,,9;19,,,,,5,0,3,8,1,0,0,70,70,54,1,0,0,0,0,0,0,0,0,0,2.9958333333
Benjamim,Simões,M,,,Portugal,7/6/1985,14,12,9,9,2,13,,8;18,,,,,2,2,11,9,0,0,0,44,76,52,5,0,0,0,0,0,0,0,0,0,3.6125
Iris,Gauthier,F,,,France,22/1/1980,8,18,15,15,7,4,,9;14,,,,,3,3,4,9,0,0,0,79,69,55,4,0,0,0,0,0,0,0,0,0,3.0416666667
Subotina,Svyatoslavovich,F,,,RussianFederation,3/11/1968,18,12,0,17,17,13,,11;16,,,,,2,0,2,1,0,0,0,72,80,53,1,0,0,0,0,0,0,0,0,0,1.9791666667
Marharyta,Stetsenko,F,,,Ukraine,26/11/1978,10,13,2,7,11,7,,13;19,,,,,4,1,1,2,0,0,8,38,40,51,2,0,0,0,0,0,0,0,0,0,1.8
Holtjes,Meijlink,F,,,Netherlands,20/1/1979,10,8,8,4,9,2,,2;14,,,,,3,4,0,9,0,0,5,51,33,58,2,0,0,0,0,0,0,0,0,0,3.1916666667
Bryan,Cannon,M,,,UnitedStates,30/8/1986,12,17,6,10,3,17,,4;20,,,,,3,5,11,9,0,0,8,80,30,56,4,0,0,0,0,0,0,0,0,0,3.3166666667
Adam,Foster,M,,,UK,6/9/1972,2,5,8,1,15,18,,4;15,,,,,3,1,6,0,0,0,0,44,67,51,2,0,0,0,0,0,0,0,0,0,4.1083333333
Subotina,Ruslakova,F,,,RussianFederation,25/5/1983,14,14,0,16,12,17,,2;18,,,,,2,0,3,4,0,0,0,75,35,53,5,0,0,0,0,0,0,0,0,0,2.4083333333
Elliot,West,M,,,Australia,20/11/1971,11,2,2,9,6,1,,1;21,,,,,2,0,3,5,0,0,3,30,80,55,3,0,0,0,0,0,0,0,0,0,4.0791666667
Krystupasr,Liakou,M,,,Greece,1/4/1982,15,1,12,8,9,20,,11;19,,,,,3,3,9,6,0,0,8,69,71,58,4,0,0,0,0,0,0,0,0,0,1.5708333333
Sofía,Nora,F,,,Mexico,4/5/1964,13,0,16,15,18,12,,13;16,,,,,2,1,0,6,0,0,2,70,58,51,4,0,0,0,0,0,0,0,0,0,4.05
Laurens,Bijlsma,M,,,Netherlands,11/11/1990,13,3,17,18,5,18,,2;17,,,,,4,0,3,7,1,0,0,34,41,55,4,0,0,0,0,0,0,0,0,0,1.8333333333
Fermin,Pedra,M,,,Argentina,7/9/1970,5,8,11,2,13,9,,4;14,,,,,3,2,9,9,0,0,0,22,35,54,3,0,0,0,0,0,0,0,0,0,3.1291666667
Megan,Hudson,F,,,UK,1/12/1975,8,6,2,8,16,18,,11;20,,,,,5,0,5,2,0,0,7,15,37,52,2,0,0,0,0,0,0,0,0,0,2.4583333333
Sa,Jin-Ju,F,,,SouthKorea,27/11/1973,6,6,1,17,20,1,,2;14,,,,,4,1,5,8,0,0,0,29,57,60,3,0,0,0,0,0,0,0,0,0,3.2916666667
Iris,Bombelles,F,,,Canada,27/2/1968,14,19,17,17,16,16,,3;19,,,,,2,4,9,9,0,0,0,50,31,52,1,0,0,0,0,0,0,0,0,0,2.3291666667
Günther,Hertrich,M,,,Germany,1/5/1985,10,10,0,17,19,15,,2;14,,,,,2,1,3,2,0,0,5,79,49,53,3,0,0,0,0,0,0,0,0,0,2.2875
Abeau,Dufour,M,,,France,28/1/1963,4,12,6,12,16,12,,3;20,,,,,3,5,11,9,0,0,10,49,22,52,4,0,0,0,0,0,0,0,0,0,3.2125
Caroline,Bradshaw,F,,,UK,22/11/1964,11,5,14,7,1,8,,12;19,,,,,4,4,6,9,1,0,0,23,25,57,4,0,0,0,0,0,0,0,0,0,2.8041666667
Agostino,Cacciola,M,,,Italy,11/11/1966,3,12,17,6,13,16,,9;21,,,,,5,1,9,10,0,0,0,59,27,60,4,0,0,0,0,0,0,0,0,0,3.175
Floriano,Cicala,M,,,Italy,6/1/1965,8,11,0,3,6,9,,13;17,,,,,3,3,3,6,0,0,7,70,32,56,5,0,0,0,0,0,0,0,0,0,2.0791666667
Jenni,Junnila,F,,,Finland,19/8/1971,16,11,8,2,12,7,,2;15,,,,,4,0,5,2,2,0,1,39,48,51,5,0,0,0,0,0,0,0,0,0,2.1458333333
Estienne,Molard,M,,,France,7/2/1973,19,9,12,3,19,3,,2;21,,,,,3,4,5,9,1,0,5,16,44,55,1,0,0,0,0,0,0,0,0,0,1.9166666667
Marine,Carrel,F,,,France,1/7/1981,11,3,14,0,11,10,,7;21,,,,,5,3,2,7,0,0,0,34,42,50,1,0,0,0,0,0,0,0,0,0,2.8875
Emilio,Villacrés,M,,,Spain,13/2/1979,3,0,3,6,9,2,,4;21,,,,,3,2,0,2,1,0,0,21,64,53,1,0,0,0,0,0,0,0,0,0,2.2875
Asseri,Määttä,M,,,Finland,3/12/1989,9,2,12,9,1,4,,8;15,,,,,4,2,10,0,0,0,0,55,53,58,1,0,0,0,0,0,0,0,0,0,2.3583333333
Lindsey,Coffey,F,,,UK,6/3/1980,16,5,13,15,0,19,,9;16,,,,,3,1,7,5,0,0,0,34,22,56,5,0,0,0,0,0,0,0,0,0,2.9333333333
Ester,Lundgren,F,,,Sweden,4/7/1985,12,5,11,9,15,10,,9;19,,,,,5,2,2,6,0,0,0,48,42,51,4,0,0,0,0,0,0,0,0,0,3.4416666667
Door,Stadlander,F,,,Netherlands,25/6/1961,2,3,4,5,0,18,,13;18,,,,,5,3,1,9,0,0,0,66,62,55,2,0,0,0,0,0,0,0,0,0,2.2791666667
Johan,Geving,M,,,Norway,6/5/1972,3,19,7,5,15,9,,9;19,,,,,4,0,11,7,0,0,0,16,22,51,1,0,0,0,0,0,0,0,0,0,2.55
David,Green,M,,,UK,21/1/1981,7,5,5,16,0,13,,12;19,,,,,4,4,1,9,0,0,7,46,77,57,1,0,0,0,0,0,0,0,0,0,1.9833333333
Maya,Moya,F,,,Spain,2/11/1986,7,9,19,14,1,17,,13;16,,,,,4,2,10,8,0,0,0,77,65,58,4,0,0,0,0,0,0,0,0,0,2.3291666667
Charles,Wright,M,,,UK,30/4/1978,12,4,7,17,3,14,,3;14,,,,,2,1,8,0,0,0,0,79,65,56,3,0,0,0,0,0,0,0,0,0,2.5
Moira,Crudo,F,,,Italy,18/9/1971,14,4,9,6,1,4,,3;15,,,,,4,1,6,5,0,0,3,44,64,52,2,0,0,0,0,0,0,0,0,0,1.6041666667
Wendy,Bates,F,,,UK,21/10/1986,18,15,15,14,13,8,,3;14,,,,,3,3,2,7,0,0,1,37,34,52,5,0,0,0,0,0,0,0,0,0,2.825
Frank,Crusenstolpe,M,,,Sweden,10/5/1986,10,13,0,0,18,18,,4;17,,,,,5,0,11,0,0,0,0,43,21,55,4,0,0,0,0,0,0,0,0,0,3.7208333333
Matsumura,Tansho,M,,,Japan,30/1/1964,18,15,6,7,17,0,,12;17,,,,,5,0,4,6,2,0,0,27,45,59,4,0,0,0,0,0,0,0,0,0,1.8583333333
Isabella,Heidrich,F,,,Austria,2/2/1981,13,14,13,6,19,14,,3;16,,,,,2,1,10,6,0,0,0,70,59,50,4,0,0,0,0,0,0,0,0,0,2.1916666667
Ernesto,Encarnación,M,,,Spain,10/12/1976,10,12,11,20,1,18,,12;14,,,,,5,1,4,4,0,0,9,73,61,56,3,0,0,0,0,0,0,0,0,0,2.4958333333
Marcus,Dudley,M,2,2,UK,20/10/1985,18.5,18.5,18,17.5,18.5,19.5,0.85,13;21,40,8,2016,2019,2,1,3,5,0,0,3,19,45,54,2,168,8,28,15,27,15,0,921,0,3.708333333
Gaetan,Jego,M,4,1,France,17/05/1980,15.5,14,13.5,12.5,17.5,16.5,2,8;21,50,12,2016,2019,1,0,3,2,0,0,5,4,56,51,2,214,11,39,16,31,16,0,970,0,4.25
Ben,Michell,M,7,1,UK,20/08/1980,19,18,18.8,15.5,18.5,18.5,2,10;15,35,10,2016,2019,1,0,10,6,0,0,1,50,25,45,5,79,0,0,1,9,4,0,238,0,4.25
Chris,Cronin,M,7,2,UK,04/07/1982,18.5,16.5,17.5,18.5,14.5,18.5,1.17,11;18,45,9,2016,2019,3,0,2,7,3,1,3,10,5,50,5,79,0,4,0,12,3,0,189,0,4.041666667
Alex,Chan,M,10,1,China,12/06/1985,15.5,15,16,14,16,17.5,0.48,19;4,25,8,2016,2018,4,1,5,6,0,1,0,23,54,62,4,18,0,0,0,6,3,0,4,0,2.916666667
